Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20,neutral,carbonate,q',,"(100, 0, 0)",,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.03582891600672,198.0356404579943,198.11955116601894,None,q,0.8523758329683915,198.11955116601894,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
19,negative,tired,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0193992080167,200.01954387500882,200.1030449999962,None,None,,200.1030449999962,201.1033412499819,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
1,neutral,design,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.60295491601573,202.60330416599754,202.68649670801824,201.60295491601573,q,0.9467944990028627,202.68649670801824,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
13,negative,stressed,n',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.65298933297163,204.65332245797617,204.7360142079997,None,n,0.7999676660401747,204.7360142079997,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
6,neutral,style,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.55294387502363,206.55262429098366,206.63646499998868,None,q,0.7225000830367208,206.63646499998868,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
10,neutral,editing,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.38589274999686,208.38656679098494,208.46950474998448,None,n,0.7266729580005631,208.46950474998448,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
2,neutral,syllabus,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.2199207909871,210.21934474998852,210.30321308301063,None,n,0.9038207490229979,210.30321308301063,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
18,negative,victimised,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.23625716601964,212.23603904101765,212.31978970800992,None,None,,212.31978970800992,213.3195676250034,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
11,negative,critical,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.81946883298224,214.8196789160138,214.90298820799217,213.81946883298224,None,,214.90298820799217,215.903317874996,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
15,negative,hostile,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.40399658301612,217.40317566599697,217.4860841659829,216.40399658301612,n,0.8614228739752434,217.4860841659829,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
8,neutral,seventeen,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.37008958298247,219.36998258298263,219.45303583302302,None,q,0.7423302080132999,219.45303583302302,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
12,negative,annoyed,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.2199365000124,221.21975770802237,221.30314920801902,None,n,0.9241944579989649,221.30314920801902,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
3,neutral,geography,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.25322675000643,223.25350354099646,223.33763295802055,None,q,0.6835138740134425,223.33763295802055,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
9,neutral,photo,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,12,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0531356660067,225.05319520802004,225.13755862502148,None,None,,225.13755862502148,226.15372779098107,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
20,negative,fearful,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,13,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6539138329681,227.65309295797488,227.7368173750001,226.6539138329681,None,,227.7368173750001,228.73719529097434,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
16,negative,embarrassed,n',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2366575410124,230.2364537079702,230.31977937498596,229.2366575410124,q,0.9565178329939954,230.31977937498596,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
5,neutral,glasses,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.30390012497082,232.3044768749969,232.3866310410085,None,q,0.7386630409746431,232.3866310410085,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
14,negative,guilty,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.15382420801325,234.15332754101837,234.23744658299256,None,n,0.9420971660292707,234.23744658299256,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
17,negative,grief,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.20363479101798,236.2038282499998,236.2869884580141,None,n,0.7014916240004823,236.2869884580141,None,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
4,neutral,vegetable,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,18,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.02025741600664,238.0208246249822,238.1043394160224,None,None,,238.1043394160224,239.10439591598697,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
7,neutral,mapping,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.60371883300832,240.60400508297607,240.68747058301233,239.60371883300832,None,,240.68747058301233,241.68723333301023,,,,,,,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.18773950001923,None,space,2.982739874976687,242.18773950001923,None,4,001,2021_Dec_01_1445,myproject,2021.2.3,59.7668196405309,
